,block_num,tx_time,tx_from,tx_to,tx_amount,tx_fee
0xe0e3...f1587a,37228092,"Aug 31, 2020  15:51:30  /  UTC+9",0xe0e3...f1587a,0x2968...c4e5a8,20000,0.000775
0x3db6...d96f48,37228164,"Aug 31, 2020  15:52:42  /  UTC+9",0x3db6...d96f48,0x2968...c4e5a8,1050,0.000775
0x2015...07abc3,37228691,"Aug 31, 2020  16:01:29  /  UTC+9",0x2015...07abc3,0x2968...c4e5a8,48,0.000775
0x3330...510ea6,37228978,"Aug 31, 2020  16:06:16  /  UTC+9",0x3330...510ea6,0x2968...c4e5a8,-13100,0.000775
0xd9bd...afbd25,37229090,"Aug 31, 2020  16:08:08  /  UTC+9",0xd9bd...afbd25,0x2968...c4e5a8,50,0.000775
0x8607...2d7ae2,37229179,"Aug 31, 2020  16:09:37  /  UTC+9",0x8607...2d7ae2,0x2968...c4e5a8,-20688,0.000775
0xe965...50ff9f,37229742,"Aug 31, 2020  16:19:00  /  UTC+9",0xe965...50ff9f,0x2968...c4e5a8,10,0.000775
0xbd80...dffe12,37229815,"Aug 31, 2020  16:20:13  /  UTC+9",0xbd80...dffe12,0x2968...c4e5a8,50,0.000775
0x1f73...78fde0,37230011,"Aug 31, 2020  16:23:29  /  UTC+9",0x1f73...78fde0,0x2968...c4e5a8,20000,0.000775
0x5611...a0e739,37230137,"Aug 31, 2020  16:25:35  /  UTC+9",0x5611...a0e739,0x2968...c4e5a8,-1579,0.000775
0x78d7...0eb411,37230460,"Aug 31, 2020  16:30:58  /  UTC+9",0x78d7...0eb411,0x2968...c4e5a8,-195,0.000775
0x5d05...ed558b,37230533,"Aug 31, 2020  16:32:11  /  UTC+9",0x5d05...ed558b,0x2968...c4e5a8,50,0.000775
0xc829...ab80e8,37230918,"Aug 31, 2020  16:38:36  /  UTC+9",0xc829...ab80e8,0x2968...c4e5a8,0,0.001676...
0x5bf7...2fe5d0,37230993,"Aug 31, 2020  16:39:51  /  UTC+9",0x5bf7...2fe5d0,0x2968...c4e5a8,49466,0.000775
0x376b...bcec8c,37231189,"Aug 31, 2020  16:43:07  /  UTC+9",0x376b...bcec8c,0x2968...c4e5a8,10361,0.000775
0x861a...7aaca1,37231261,"Aug 31, 2020  16:44:19  /  UTC+9",0x861a...7aaca1,0x2968...c4e5a8,1652,0.000775
0x06e6...0eb86f,37231430,"Aug 31, 2020  16:47:08  /  UTC+9",0x06e6...0eb86f,0x2968...c4e5a8,-1,0.000775
0x515f...78d051,37231511,"Aug 31, 2020  16:48:29  /  UTC+9",0x515f...78d051,0x2968...c4e5a8,-103,0.000775
0x40b3...295e97,37231524,"Aug 31, 2020  16:48:42  /  UTC+9",0x40b3...295e97,0x2968...c4e5a8,50,0.000775
0x2040...e8e46a,37231788,"Aug 31, 2020  16:53:06  /  UTC+9",0x2040...e8e46a,0x2968...c4e5a8,8764,0.000775
0x1665...f6d03d,37232053,"Aug 31, 2020  16:57:31  /  UTC+9",0x1665...f6d03d,0x2968...c4e5a8,50,0.000775
0xcd89...26f294,37232636,"Aug 31, 2020  17:07:14  /  UTC+9",0xcd89...26f294,0x2968...c4e5a8,50,0.000775
0xfd51...f17dfc,37232660,"Aug 31, 2020  17:07:38  /  UTC+9",0xfd51...f17dfc,0x2968...c4e5a8,-500,0.000775
0x9337...1f5305,37232733,"Aug 31, 2020  17:08:51  /  UTC+9",0x9337...1f5305,0x2968...c4e5a8,-200000,0.000775
0x1f2d...5b9087,37232772,"Aug 31, 2020  17:09:30  /  UTC+9",0x1f2d...5b9087,0x2968...c4e5a8,500,0.000775
0x614d...2b1fd7,37232906,"Aug 31, 2020  17:11:44  /  UTC+9",0x614d...2b1fd7,0x2968...c4e5a8,740,0.000775
0xe288...59909c,37232933,"Aug 31, 2020  17:12:11  /  UTC+9",0xe288...59909c,0x2968...c4e5a8,-6458,0.000775
0x36fd...0e521b,37233041,"Aug 31, 2020  17:13:59  /  UTC+9",0x36fd...0e521b,0x2968...c4e5a8,6458,0.000775
0xb1a7...3ecdad,37233328,"Aug 31, 2020  17:18:46  /  UTC+9",0xb1a7...3ecdad,0x2968...c4e5a8,-2,0.000775
0x48ec...4cb552,37233401,"Aug 31, 2020  17:19:59  /  UTC+9",0x48ec...4cb552,0x2968...c4e5a8,-5172,0.000775
0x055e...d003ee,37233480,"Aug 31, 2020  17:21:18  /  UTC+9",0x055e...d003ee,0x2968...c4e5a8,-30,0.000775
0x79bd...7b0fb9,37233501,"Aug 31, 2020  17:21:39  /  UTC+9",0x79bd...7b0fb9,0x2968...c4e5a8,5172,0.000775
0xdea9...4b277f,37233641,"Aug 31, 2020  17:23:59  /  UTC+9",0xdea9...4b277f,0x2968...c4e5a8,22,0.000775
0x1ba3...4c4fbe,37233638,"Aug 31, 2020  17:23:56  /  UTC+9",0x1ba3...4c4fbe,0x2968...c4e5a8,1000,0.000775
0xafd5...a6e6c0,37233838,"Aug 31, 2020  17:27:16  /  UTC+9",0xafd5...a6e6c0,0x2968...c4e5a8,83032,0.000775
0x86eb...6e6698,37233872,"Aug 31, 2020  17:27:50  /  UTC+9",0x86eb...6e6698,0x2968...c4e5a8,0,0.001285...
0x2236...4b1c0c,37233945,"Aug 31, 2020  17:29:03  /  UTC+9",0x2236...4b1c0c,0x2968...c4e5a8,-1000,0.000775
0x5292...4aa720,37233972,"Aug 31, 2020  17:29:30  /  UTC+9",0x5292...4aa720,0x2968...c4e5a8,50,0.000775
0xa8fc...907136,37234112,"Aug 31, 2020  17:31:50  /  UTC+9",0xa8fc...907136,0x2968...c4e5a8,22000,0.000775
0xd258...801a84,37234375,"Aug 31, 2020  17:36:13  /  UTC+9",0xd258...801a84,0x2968...c4e5a8,6982,0.000775
0x5421...931da7,37234842,"Aug 31, 2020  17:44:00  /  UTC+9",0x5421...931da7,0x2968...c4e5a8,-83022,0.000775
0x5d0d...b50975,37234975,"Aug 31, 2020  17:46:13  /  UTC+9",0x5d0d...b50975,0x2968...c4e5a8,-15000,0.000775
0x2597...8b7f76,37235026,"Aug 31, 2020  17:47:04  /  UTC+9",0x2597...8b7f76,0x2968...c4e5a8,83022,0.000775
0xe088...903a65,37235104,"Aug 31, 2020  17:48:22  /  UTC+9",0xe088...903a65,0x2968...c4e5a8,918,0.000775
0xd0b5...b2785c,37235100,"Aug 31, 2020  17:48:18  /  UTC+9",0xd0b5...b2785c,0x2968...c4e5a8,50,0.000775
0x6516...9b2183,37235243,"Aug 31, 2020  17:50:41  /  UTC+9",0x6516...9b2183,0x2968...c4e5a8,-5170,0.000775
0x0c9a...3b7512,37235315,"Aug 31, 2020  17:51:53  /  UTC+9",0x0c9a...3b7512,0x2968...c4e5a8,-1049,0.000775
0x08b7...01f84d,37235899,"Aug 31, 2020  18:01:37  /  UTC+9",0x08b7...01f84d,0x2968...c4e5a8,-3268,0.000775
0x2582...ede19d,37236078,"Aug 31, 2020  18:04:36  /  UTC+9",0x2582...ede19d,0x2968...c4e5a8,10000,0.000775
0x3385...b0b499,37236227,"Aug 31, 2020  18:07:05  /  UTC+9",0x3385...b0b499,0x2968...c4e5a8,-1152,0.000775
0x7b19...96b127,37236428,"Aug 31, 2020  18:10:26  /  UTC+9",0x7b19...96b127,0x2968...c4e5a8,-975,0.000775
0x49c7...9000f4,37236441,"Aug 31, 2020  18:10:39  /  UTC+9",0x49c7...9000f4,0x2968...c4e5a8,-30000,0.000775
0x9a36...f3de36,37236517,"Aug 31, 2020  18:11:55  /  UTC+9",0x9a36...f3de36,0x2968...c4e5a8,-5298,0.000775
0xe9a1...185869,37236549,"Aug 31, 2020  18:12:27  /  UTC+9",0xe9a1...185869,0x2968...c4e5a8,6736,0.000775
0xc793...763ec9,37236545,"Aug 31, 2020  18:12:23  /  UTC+9",0xc793...763ec9,0x2968...c4e5a8,975,0.000775
0xed46...b7a5ef,37236618,"Aug 31, 2020  18:13:36  /  UTC+9",0xed46...b7a5ef,0x2968...c4e5a8,26165,0.000775
0x940a...436d70,37236790,"Aug 31, 2020  18:16:28  /  UTC+9",0x940a...436d70,0x2968...c4e5a8,-20688,0.000775
0x0dd0...cd95bb,37237503,"Aug 31, 2020  18:28:21  /  UTC+9",0x0dd0...cd95bb,0x2968...c4e5a8,-508,0.000775
0x7937...004ceb,37237575,"Aug 31, 2020  18:29:33  /  UTC+9",0x7937...004ceb,0x2968...c4e5a8,-20100,0.000775
0x111b...3e2e1f,37237602,"Aug 31, 2020  18:30:00  /  UTC+9",0x111b...3e2e1f,0x2968...c4e5a8,12847,0.000775
0xdd93...0b0d17,37237715,"Aug 31, 2020  18:31:53  /  UTC+9",0xdd93...0b0d17,0x2968...c4e5a8,-200,0.000775
0x717e...fc4bc2,37237807,"Aug 31, 2020  18:33:25  /  UTC+9",0x717e...fc4bc2,0x2968...c4e5a8,200,0.000775
0xef47...cb0d7a,37237803,"Aug 31, 2020  18:33:21  /  UTC+9",0xef47...cb0d7a,0x2968...c4e5a8,200,0.000775
0xc7a0...3f4be2,37238072,"Aug 31, 2020  18:37:50  /  UTC+9",0xc7a0...3f4be2,0x2968...c4e5a8,50,0.000775
0x2a25...c9238f,37238235,"Aug 31, 2020  18:40:33  /  UTC+9",0x2a25...c9238f,0x2968...c4e5a8,-5,0.000775
0x6a7b...285fde,37238479,"Aug 31, 2020  18:44:37  /  UTC+9",0x6a7b...285fde,0x2968...c4e5a8,22388,0.000775
0x04c0...7be332,37238475,"Aug 31, 2020  18:44:33  /  UTC+9",0x04c0...7be332,0x2968...c4e5a8,226,0.000775
0xcba9...ce45bb,37238750,"Aug 31, 2020  18:49:08  /  UTC+9",0xcba9...ce45bb,0x2968...c4e5a8,10,0.000775
0xdba7...40067a,37238745,"Aug 31, 2020  18:49:03  /  UTC+9",0xdba7...40067a,0x2968...c4e5a8,60,0.000775
0xd477...b9ebea,37238880,"Aug 31, 2020  18:51:18  /  UTC+9",0xd477...b9ebea,0x2968...c4e5a8,-20670,0.000775
0xce70...f6c0d4,37238952,"Aug 31, 2020  18:52:30  /  UTC+9",0xce70...f6c0d4,0x2968...c4e5a8,20808,0.000775
0x375c...210f50,37239094,"Aug 31, 2020  18:54:52  /  UTC+9",0x375c...210f50,0x2968...c4e5a8,-14653,0.000775
0x1989...525d85,37239087,"Aug 31, 2020  18:54:45  /  UTC+9",0x1989...525d85,0x2968...c4e5a8,6076,0.000775
0x2c8d...8864b2,37239081,"Aug 31, 2020  18:54:39  /  UTC+9",0x2c8d...8864b2,0x2968...c4e5a8,-3000,0.000775
0xc6b3...e4848d,37239154,"Aug 31, 2020  18:55:52  /  UTC+9",0xc6b3...e4848d,0x2968...c4e5a8,22653,0.000775
0xeffc...6a0f0c,37239234,"Aug 31, 2020  18:57:12  /  UTC+9",0xeffc...6a0f0c,0x2968...c4e5a8,-712,0.000775
0x95ef...9899a7,37239302,"Aug 31, 2020  18:58:20  /  UTC+9",0x95ef...9899a7,0x2968...c4e5a8,21152,0.000775
0xf149...2cee99,37239298,"Aug 31, 2020  18:58:16  /  UTC+9",0xf149...2cee99,0x2968...c4e5a8,10550,0.000775
0x739b...1ef303,37239293,"Aug 31, 2020  18:58:11  /  UTC+9",0x739b...1ef303,0x2968...c4e5a8,15,0.000775
0xf624...3ffc76,37239311,"Aug 31, 2020  18:58:29  /  UTC+9",0xf624...3ffc76,0x2968...c4e5a8,8139,0.000775
0xdca9...c7d5c4,37239306,"Aug 31, 2020  18:58:24  /  UTC+9",0xdca9...c7d5c4,0x2968...c4e5a8,15,0.000775
0x0535...eb417b,37239387,"Aug 31, 2020  18:59:45  /  UTC+9",0x0535...eb417b,0x2968...c4e5a8,2,0.000775
0x9178...382453,37239584,"Aug 31, 2020  19:03:02  /  UTC+9",0x9178...382453,0x2968...c4e5a8,50,0.000775
0xb0ca...b5eb09,37239786,"Aug 31, 2020  19:06:24  /  UTC+9",0xb0ca...b5eb09,0x2968...c4e5a8,872,0.000775
0x6d36...6edcaa,37239982,"Aug 31, 2020  19:09:40  /  UTC+9",0x6d36...6edcaa,0x2968...c4e5a8,50,0.000775
0x78cf...c78cf0,37240131,"Aug 31, 2020  19:12:09  /  UTC+9",0x78cf...c78cf0,0x2968...c4e5a8,0,0.001659...
0xa859...05a5f1,37240246,"Aug 31, 2020  19:14:04  /  UTC+9",0xa859...05a5f1,0x2968...c4e5a8,113,0.000775
0x9789...96b0de,37240706,"Aug 31, 2020  19:21:44  /  UTC+9",0x9789...96b0de,0x2968...c4e5a8,37570,0.000775
0x8874...208d98,37241167,"Aug 31, 2020  19:29:25  /  UTC+9",0x8874...208d98,0x2968...c4e5a8,100,0.000775
0x5366...28a899,37241163,"Aug 31, 2020  19:29:21  /  UTC+9",0x5366...28a899,0x2968...c4e5a8,220746,0.000775
0x71f4...aca9dd,37241242,"Aug 31, 2020  19:30:40  /  UTC+9",0x71f4...aca9dd,0x2968...c4e5a8,1000,0.000775
0x6110...a70af3,37241536,"Aug 31, 2020  19:35:34  /  UTC+9",0x6110...a70af3,0x2968...c4e5a8,-52110,0.000775
0x0f98...78f3c5,37241894,"Aug 31, 2020  19:41:32  /  UTC+9",0x0f98...78f3c5,0x2968...c4e5a8,3000,0.000775
0xe51d...0aca7d,37242028,"Aug 31, 2020  19:43:46  /  UTC+9",0xe51d...0aca7d,0x2968...c4e5a8,14000,0.000775
0xaf5d...471b7e,37242483,"Aug 31, 2020  19:51:21  /  UTC+9",0xaf5d...471b7e,0x2968...c4e5a8,50,0.000775
0x4c04...5ef1a0,37243526,"Aug 31, 2020  20:08:44  /  UTC+9",0x4c04...5ef1a0,0x2968...c4e5a8,4762,0.000775
0x2138...b5eb60,37243523,"Aug 31, 2020  20:08:41  /  UTC+9",0x2138...b5eb60,0x2968...c4e5a8,213,0.000775
0xdb78...208aa1,37244076,"Aug 31, 2020  20:17:54  /  UTC+9",0xdb78...208aa1,0x2968...c4e5a8,-1000,0.000775
0x8d7e...e05d06,37244063,"Aug 31, 2020  20:17:41  /  UTC+9",0x8d7e...e05d06,0x2968...c4e5a8,-20688,0.000775
0xce28...35d3c8,37244052,"Aug 31, 2020  20:17:30  /  UTC+9",0xce28...35d3c8,0x2968...c4e5a8,4000,0.000775
0x255c...32dec3,37244128,"Aug 31, 2020  20:18:46  /  UTC+9",0x255c...32dec3,0x2968...c4e5a8,5000,0.000775
0xcd55...f87a39,37244215,"Aug 31, 2020  20:20:13  /  UTC+9",0xcd55...f87a39,0x2968...c4e5a8,-980,0.000775
0x55a6...f08442,37245107,"Aug 31, 2020  20:35:05  /  UTC+9",0x55a6...f08442,0x2968...c4e5a8,113,0.000775
0x8aca...2036b5,37245955,"Aug 31, 2020  20:49:13  /  UTC+9",0x8aca...2036b5,0x2968...c4e5a8,1,0.000775
0xb2a9...5fde25,37246022,"Aug 31, 2020  20:50:20  /  UTC+9",0xb2a9...5fde25,0x2968...c4e5a8,1009,0.000775
0x67d1...f1ab03,37246095,"Aug 31, 2020  20:51:33  /  UTC+9",0x67d1...f1ab03,0x2968...c4e5a8,1044,0.000775
0x1811...7af2d0,37246678,"Aug 31, 2020  21:01:16  /  UTC+9",0x1811...7af2d0,0x2968...c4e5a8,50,0.000775
0xc014...c12cab,37246812,"Aug 31, 2020  21:03:30  /  UTC+9",0xc014...c12cab,0x2968...c4e5a8,9000,0.000775
0xb260...643cea,37246801,"Aug 31, 2020  21:03:19  /  UTC+9",0xb260...643cea,0x2968...c4e5a8,-1000,0.000775
0xdc4c...8264ef,37246942,"Aug 31, 2020  21:05:40  /  UTC+9",0xdc4c...8264ef,0x2968...c4e5a8,-15039,0.000775
0xd8b5...3a7a41,37247473,"Aug 31, 2020  21:14:31  /  UTC+9",0xd8b5...3a7a41,0x2968...c4e5a8,33840,0.000775
0xedb5...184898,37247676,"Aug 31, 2020  21:17:54  /  UTC+9",0xedb5...184898,0x2968...c4e5a8,15000,0.000775
0xb723...bba53b,37248279,"Aug 31, 2020  21:27:57  /  UTC+9",0xb723...bba53b,0x2968...c4e5a8,-9505,0.000775
0x52b6...c8f025,37248607,"Aug 31, 2020  21:33:25  /  UTC+9",0x52b6...c8f025,0x2968...c4e5a8,-2033,0.000775
0x17c2...878e10,37248680,"Aug 31, 2020  21:34:38  /  UTC+9",0x17c2...878e10,0x2968...c4e5a8,0,0.001652...
0xae35...397698,37248788,"Aug 31, 2020  21:36:26  /  UTC+9",0xae35...397698,0x2968...c4e5a8,50,0.000775
0xf158...d71ad3,37248946,"Aug 31, 2020  21:39:04  /  UTC+9",0xf158...d71ad3,0x2968...c4e5a8,-80,0.000775
0x0495...3d3e4b,37248927,"Aug 31, 2020  21:38:45  /  UTC+9",0x0495...3d3e4b,0x2968...c4e5a8,10,0.000775
0x58b2...7de513,37249061,"Aug 31, 2020  21:40:59  /  UTC+9",0x58b2...7de513,0x2968...c4e5a8,14082,0.000775
0x3bd5...733bf0,37249403,"Aug 31, 2020  21:46:41  /  UTC+9",0x3bd5...733bf0,0x2968...c4e5a8,-10,0.000775
0x7dc0...703d04,37249521,"Aug 31, 2020  21:48:39  /  UTC+9",0x7dc0...703d04,0x2968...c4e5a8,0,0.000775
0x54e7...c51579,37249608,"Aug 31, 2020  21:50:06  /  UTC+9",0x54e7...c51579,0x2968...c4e5a8,-110,0.000775
0x1afa...8b8d93,37249741,"Aug 31, 2020  21:52:19  /  UTC+9",0x1afa...8b8d93,0x2968...c4e5a8,-510,0.000775
0x11b5...17d869,37249821,"Aug 31, 2020  21:53:39  /  UTC+9",0x11b5...17d869,0x2968...c4e5a8,-15152,0.000775
0xcf01...7d0cda,37249894,"Aug 31, 2020  21:54:52  /  UTC+9",0xcf01...7d0cda,0x2968...c4e5a8,-8000,0.000775
0x5222...c988a9,37249969,"Aug 31, 2020  21:56:07  /  UTC+9",0x5222...c988a9,0x2968...c4e5a8,-100,0.000775
0xd4ff...145f83,37249980,"Aug 31, 2020  21:56:18  /  UTC+9",0xd4ff...145f83,0x2968...c4e5a8,1588,0.000775
0xba65...fcff75,37250312,"Aug 31, 2020  22:01:50  /  UTC+9",0xba65...fcff75,0x2968...c4e5a8,279,0.000775
0x9f54...6b2cf6,37250430,"Aug 31, 2020  22:03:48  /  UTC+9",0x9f54...6b2cf6,0x2968...c4e5a8,-476,0.000775
0x1d39...9a9cf3,37250567,"Aug 31, 2020  22:06:05  /  UTC+9",0x1d39...9a9cf3,0x2968...c4e5a8,0,0.001652...
0xb57f...ed7d19,37250580,"Aug 31, 2020  22:06:18  /  UTC+9",0xb57f...ed7d19,0x2968...c4e5a8,-1009,0.000775
0x3d5d...0c2f72,37250711,"Aug 31, 2020  22:08:29  /  UTC+9",0x3d5d...0c2f72,0x2968...c4e5a8,7716,0.000775
0x3f48...7e2eec,37250780,"Aug 31, 2020  22:09:38  /  UTC+9",0x3f48...7e2eec,0x2968...c4e5a8,550,0.000775
0x426d...26413f,37251292,"Aug 31, 2020  22:18:10  /  UTC+9",0x426d...26413f,0x2968...c4e5a8,-68989,0.000775
0xec6c...ca334b,37252216,"Aug 31, 2020  22:33:34  /  UTC+9",0xec6c...ca334b,0x2968...c4e5a8,50,0.000775
0x657f...2cec0f,37252211,"Aug 31, 2020  22:33:29  /  UTC+9",0x657f...2cec0f,0x2968...c4e5a8,50,0.000775
0x0613...5413d1,37252189,"Aug 31, 2020  22:33:07  /  UTC+9",0x0613...5413d1,0x2968...c4e5a8,-5166,0.000775
0xcbb3...dad3b9,37252419,"Aug 31, 2020  22:36:57  /  UTC+9",0xcbb3...dad3b9,0x2968...c4e5a8,60,0.000775
0x1328...6516c6,37252488,"Aug 31, 2020  22:38:06  /  UTC+9",0x1328...6516c6,0x2968...c4e5a8,6000,0.000775
0x3994...2509b4,37252561,"Aug 31, 2020  22:39:19  /  UTC+9",0x3994...2509b4,0x2968...c4e5a8,5048,0.000775
0x58fa...ce1806,37252700,"Aug 31, 2020  22:41:38  /  UTC+9",0x58fa...ce1806,0x2968...c4e5a8,-20688,0.000775
0x205a...d87b98,37252697,"Aug 31, 2020  22:41:35  /  UTC+9",0x205a...d87b98,0x2968...c4e5a8,1500,0.000775
0xea3e...23d2e1,37252914,"Aug 31, 2020  22:45:12  /  UTC+9",0xea3e...23d2e1,0x2968...c4e5a8,4163,0.000775
0x1aa4...496c32,37252911,"Aug 31, 2020  22:45:09  /  UTC+9",0x1aa4...496c32,0x2968...c4e5a8,324,0.000775
0xc457...4f15a6,37252906,"Aug 31, 2020  22:45:04  /  UTC+9",0xc457...4f15a6,0x2968...c4e5a8,24940,0.000775
0x8ead...861933,37252901,"Aug 31, 2020  22:44:59  /  UTC+9",0x8ead...861933,0x2968...c4e5a8,1639,0.000775
0x7ded...153925,37252896,"Aug 31, 2020  22:44:54  /  UTC+9",0x7ded...153925,0x2968...c4e5a8,623,0.000775
0x288d...7079ef,37252988,"Aug 31, 2020  22:46:26  /  UTC+9",0x288d...7079ef,0x2968...c4e5a8,14653,0.000775
0x9a54...9851cd,37253091,"Aug 31, 2020  22:48:09  /  UTC+9",0x9a54...9851cd,0x2968...c4e5a8,-690,0.000775
0xe61b...8ec819,37253072,"Aug 31, 2020  22:47:50  /  UTC+9",0xe61b...8ec819,0x2968...c4e5a8,4169,0.000775
0x4656...9603b0,37253069,"Aug 31, 2020  22:47:47  /  UTC+9",0x4656...9603b0,0x2968...c4e5a8,25500,0.000775
0x29f7...751c19,37253063,"Aug 31, 2020  22:47:41  /  UTC+9",0x29f7...751c19,0x2968...c4e5a8,1000,0.000775
0x556b...c32075,37253060,"Aug 31, 2020  22:47:38  /  UTC+9",0x556b...c32075,0x2968...c4e5a8,10,0.000775
0x2515...aa4cb1,37253155,"Aug 31, 2020  22:49:13  /  UTC+9",0x2515...aa4cb1,0x2968...c4e5a8,150,0.000775
0x4383...7a37bd,37253151,"Aug 31, 2020  22:49:09  /  UTC+9",0x4383...7a37bd,0x2968...c4e5a8,681,0.000775
0x293a...418dd0,37253146,"Aug 31, 2020  22:49:04  /  UTC+9",0x293a...418dd0,0x2968...c4e5a8,2763,0.000775
0x0d4d...3ee206,37253171,"Aug 31, 2020  22:49:29  /  UTC+9",0x0d4d...3ee206,0x2968...c4e5a8,-1500,0.000775
0xd2e1...78172a,37253292,"Aug 31, 2020  22:51:30  /  UTC+9",0xd2e1...78172a,0x2968...c4e5a8,15000,0.000775
0x92fe...1050f8,37253387,"Aug 31, 2020  22:53:05  /  UTC+9",0x92fe...1050f8,0x2968...c4e5a8,-5133,0.000775
0x8d74...1372dc,37253375,"Aug 31, 2020  22:52:53  /  UTC+9",0x8d74...1372dc,0x2968...c4e5a8,-1544,0.000775
0x9a32...b1faec,37253491,"Aug 31, 2020  22:54:49  /  UTC+9",0x9a32...b1faec,0x2968...c4e5a8,1544,0.000775
0x63d5...021ddb,37253698,"Aug 31, 2020  22:58:16  /  UTC+9",0x63d5...021ddb,0x2968...c4e5a8,50,0.000775
0xbdb6...d90643,37253841,"Aug 31, 2020  23:00:39  /  UTC+9",0xbdb6...d90643,0x2968...c4e5a8,-5,0.000775
0x89ce...75bba8,37253986,"Aug 31, 2020  23:03:04  /  UTC+9",0x89ce...75bba8,0x2968...c4e5a8,-6388,0.000775
0x3bbf...dcf6f4,37254092,"Aug 31, 2020  23:04:50  /  UTC+9",0x3bbf...dcf6f4,0x2968...c4e5a8,50,0.000775
0xdf68...68433c,37254374,"Aug 31, 2020  23:09:32  /  UTC+9",0xdf68...68433c,0x2968...c4e5a8,-3,0.000775
0x90f9...a7c09f,37254356,"Aug 31, 2020  23:09:14  /  UTC+9",0x90f9...a7c09f,0x2968...c4e5a8,50,0.000775
0x6a65...6cfd8f,37254640,"Aug 31, 2020  23:13:58  /  UTC+9",0x6a65...6cfd8f,0x2968...c4e5a8,-9,0.000775
0x6718...541bc2,37254780,"Aug 31, 2020  23:16:18  /  UTC+9",0x6718...541bc2,0x2968...c4e5a8,-5,0.000775
0xd496...1c573f,37255010,"Aug 31, 2020  23:20:08  /  UTC+9",0xd496...1c573f,0x2968...c4e5a8,102,0.000775
0x4ac1...961cb3,37255103,"Aug 31, 2020  23:21:41  /  UTC+9",0x4ac1...961cb3,0x2968...c4e5a8,-10,0.000775
0x5f58...ed0b8a,37255145,"Aug 31, 2020  23:22:23  /  UTC+9",0x5f58...ed0b8a,0x2968...c4e5a8,45162,0.000775
0xd43b...e263eb,37255182,"Aug 31, 2020  23:23:00  /  UTC+9",0xd43b...e263eb,0x2968...c4e5a8,-297,0.000775
0x3659...4393b9,37255281,"Aug 31, 2020  23:24:39  /  UTC+9",0x3659...4393b9,0x2968...c4e5a8,8660,0.000775
0x0860...a6a526,37255349,"Aug 31, 2020  23:25:47  /  UTC+9",0x0860...a6a526,0x2968...c4e5a8,10244,0.000775
0x863b...09027f,37255445,"Aug 31, 2020  23:27:23  /  UTC+9",0x863b...09027f,0x2968...c4e5a8,-5990,0.000775
0x84b3...62d1db,37255483,"Aug 31, 2020  23:28:01  /  UTC+9",0x84b3...62d1db,0x2968...c4e5a8,100201,0.000775
0x97db...75de2d,37255686,"Aug 31, 2020  23:31:24  /  UTC+9",0x97db...75de2d,0x2968...c4e5a8,50,0.000775
0xe020...7e7517,37255834,"Aug 31, 2020  23:33:52  /  UTC+9",0xe020...7e7517,0x2968...c4e5a8,-20688,0.000775
0x108c...824081,37255883,"Aug 31, 2020  23:34:41  /  UTC+9",0x108c...824081,0x2968...c4e5a8,2604,0.000775
0xcc59...4256f4,37256215,"Aug 31, 2020  23:40:13  /  UTC+9",0xcc59...4256f4,0x2968...c4e5a8,113,0.000775
0x0a04...ccd4e7,37256607,"Aug 31, 2020  23:46:45  /  UTC+9",0x0a04...ccd4e7,0x2968...c4e5a8,6887,0.000775
0x66cb...e7aced,37256675,"Aug 31, 2020  23:47:53  /  UTC+9",0x66cb...e7aced,0x2968...c4e5a8,50,0.000775
0x44d6...a6eedf,37257484,"Sep 01, 2020  00:01:22  /  UTC+9",0x44d6...a6eedf,0x2968...c4e5a8,-20688,0.000775
0x3347...679ef4,37257569,"Sep 01, 2020  00:02:47  /  UTC+9",0x3347...679ef4,0x2968...c4e5a8,-20688,0.000775
0x6aa5...f1a9c9,37257556,"Sep 01, 2020  00:02:34  /  UTC+9",0x6aa5...f1a9c9,0x2968...c4e5a8,-20688,0.000775
0xf53c...bbb8b2,37257641,"Sep 01, 2020  00:03:59  /  UTC+9",0xf53c...bbb8b2,0x2968...c4e5a8,-4415,0.000775
0x28b9...d05fb1,37257654,"Sep 01, 2020  00:04:12  /  UTC+9",0x28b9...d05fb1,0x2968...c4e5a8,-20688,0.000775
0x33e0...ec9993,37258559,"Sep 01, 2020  00:19:17  /  UTC+9",0x33e0...ec9993,0x2968...c4e5a8,20,0.000775
0x6dc1...2ae3cb,37258693,"Sep 01, 2020  00:21:31  /  UTC+9",0x6dc1...2ae3cb,0x2968...c4e5a8,4079,0.000775
0x589b...229df5,37259063,"Sep 01, 2020  00:27:41  /  UTC+9",0x589b...229df5,0x2968...c4e5a8,-8611,0.000775
0xd1f8...993d12,37259136,"Sep 01, 2020  00:28:54  /  UTC+9",0xd1f8...993d12,0x2968...c4e5a8,-500,0.000775
0xfdb2...a681c4,37259220,"Sep 01, 2020  00:30:18  /  UTC+9",0xfdb2...a681c4,0x2968...c4e5a8,3687,0.000775
0xe640...41051b,37259215,"Sep 01, 2020  00:30:13  /  UTC+9",0xe640...41051b,0x2968...c4e5a8,11436,0.000775
0x4c1c...0b37e0,37259655,"Sep 01, 2020  00:37:33  /  UTC+9",0x4c1c...0b37e0,0x2968...c4e5a8,-20688,0.000775
0xc3e5...a4c13f,37259870,"Sep 01, 2020  00:41:08  /  UTC+9",0xc3e5...a4c13f,0x2968...c4e5a8,15000,0.000775
